Gene name
LMBRD2
OR10H1
MBD3L2
LRRC18
CDK2
DUS1L
EPN1
WDR4
COX8A
KRAS
HEG1
TEX30
PRR20G
FOXI2
CDKL4
PALS1
PDE1A
OPCML
AQP7B
TOMM34
HCLS1
ZFAND4
SETD6
CLCA2
POFUT1
FGF18
AACS
PTK6
LRR1
BTG2
TRIM49
TTLL5
OR4A5
TYROBP
OR4F29
IL4
JPH3
PLEKHA3
ZNF888
STAB1
ZNF595
DRAP1
LRRC10
ABHD16B
UBA5
SKI
RHPN1
CFAP54
GABRG2
SLC22A23
IRF2BPL
PPTC7
BORCS6
ATAT1
CCDC107
C15orf39
IGF2BP2
MRPL43
LIPE
NMI
TJAP1
PCDHGA1
RHEX
DSN1
H2BC21
CYP4F12
OR2A5
BLZF1
S100Z
PGBD4
EXOSC7
RSPO1
TNFSF9
RABL2B
CHTOP
KCTD21
LIMK2
SLC40A1
ZNF438
AOPEP
MAP4
LIN52
JPH2
C1orf54
RPA1
LORICRIN
ATP6AP2
INSR
CMTR2
CLDN15
MRPL44
PTPRZ1
PCDHA10
PRMT5
GAL3ST2
CASP2
CHMP4A
HHEX
TRMT6
SLC9A5
ZNF184
SESTD1
GGH
MRPL40
ZNF439
UGT1A3
PSMG4
IL18BP
HYPK
MYH8
TXNL4B
KIAA1614
ANKEF1
TMLHE
ZNF283
TGFA
PSG2
UBE2N
STK25
UNC119
SCGB1D4
HES4
NAA15
ATP1B4
CCDC103
MED17
STK17B
OLA1
PRPSAP2
NDUFS4
PDK3
WDR17
FOXRED1
SEC11C
LHFPL2
LAMP5
TRMT10B
PTPRE
PRR12
UNK
CLUH
SMNDC1
SEMA4B
CD19
FGD3
KCNA10
SLC25A52
TMEM238L
NOP56
GTF3C3
OR13C7
MC1R
IRX6
SPECC1
SPATS2
NEUROG2
SDHAF1
ANXA10
MIS12
LY6H
C6orf118
YARS2
ACTL7B
TSPY2
RNF113A
SLC16A1
PTGFR
MYRF
RBM43
VSX2
SCAMP1
TRIM23
SGCD
TBC1D13
CLEC1B
HSPA5
INPP5B
CNTLN
FLVCR2
CYSTM1
PRAC2
TRPS1
RNASEH2A
GLB1L3
PROSER2
SEC14L4
AMOTL1
MIDEAS
ZDHHC3
COPA
AR
BMP3
MBD5
KARS1
ARL4C
MFF
WARS1
CCM2
NIPSNAP3B
MBD3
ZNF780A
TXLNB
KCNMB3
SPRR2A
CATSPER2
FAM168A
DYNC2H1
NCOA4
NDUFS5
SDF4
TAF11L6
MYNN
KANK2
RPS10
FECH
PRPF6
GPSM3
MRPL46
PGD
GATD3
RPA3
NRIP1
LILRA6
RAB5A
MYO5C
PSMC3IP
ATP11A
TNIP2
NUCB2
DNAJC25-GNG10
GCM1
SHD
TMEM132B
CCDC169-SOHLH2
ZNF623
SH2B1
ZNF324B
MRPL36
CLEC10A
TGIF2LX
ECRG4
AK3
CRISPLD2
OR4B1
SNRPA1
NUDT4B
CCNE1
MAGEA4
OGFR
KLK8
TTK
TRAPPC2
DTX1
TMEM64
HRURF
XIRP2
ZNF555
ZIC1
RCOR3
MASTL
ZNF696
CAPN7
TMEM115
ORC3
TREML1
ANKRD7
ATAD3C
GLO1
ZNF816-ZNF321P
R3HCC1
SMIM9
ZNF165
TNFRSF11B
DEFA1
CCIN
DCAF12L2
TRPC7
CAMKV
LINS1
DENND5A
STRA8
TNFAIP6
SPATS1
GTSF1L
ACER3
TRAPPC9
SVOP
CAMSAP2
TMEM167A
RNASEK-C17orf49
ATG4B
ECT2L
C12orf71
TBC1D25
LSM8
CEBPB
EPHB4
PTPRH
DOK1
BIN1
CRYGN
DEFB136
KLRC2
MYH9
OR14L1
DDX31
ARHGAP45
SPINK4
PHRF1
SLC38A7
EXOG
CLEC12A
ADAMTS19
CD28
WHRN
KRTAP25-1
ABCA9
AMER3
RNF183
OR8U1
RARS2
SDS
MYH13
TMIGD3
HGH1
PKP1
CDC37
KIAA0408
SLC30A10
CHST6
PPP1R2B
CRYL1
KIF21A
BCL2L10
CDH15
NTRK3
SLC25A20
PPP4R4
CYB561A3
HMGCL
DEFB113
CALY
ERBB2
ZNF215
FAM9A
FMOD
GIMAP8
P2RY8
VPS26C
RFFL
PODNL1
ALB
MYO1E
PRAMEF11
TMCO3
THUMPD2
GABRA1
CKLF-CMTM1
TMEM80
SLC25A24
TAAR9
COL6A2
SNTG2
CLCN4
TBX5
PIAS4
ACTRT1
OR9I1
RAD50
PRKRIP1
OOSP2
TENT5A
OR5AS1
SERPINA1
ZNF419
SLC35E1
HES6
RNF115
ADGRG4
SUV39H2
RSRP1
TTC7A
CYP3A7-CYP3A51P
ALKBH8
CCDC198
ICA1L
FAAH2
PPIAL4F
PNPLA5
SPINDOC
KLHL24
LGALS3BP
KRTAP19-7
RAF1
CTSE
ZC3H4
CFAP107
ZNF517
KLK3
VTN
FADD
MCPH1
ENKD1
CES4A
VDAC2
TBX4
XRCC5
TAX1BP1
ZCCHC18
RUFY1
ATOH1
ZC3H14
PXMP4
SLITRK4
OLFML1
KLF4
KRTAP19-2
KLF16
CHRNE
SAP30BP
SLC25A16
NPY
HEPHL1
LMBR1
LHFPL4
BLOC1S5
VAC14
LIPI
RAPGEF1
CIMAP2
GJD4
GLB1
DDIT3
AHCYL2
H4C7
EMCN
SMARCC1
KBTBD11
SCG3
OR10H3
ADRA2B
OR6K3
CXCR1
TMEM259
NR1H4
TREML4
IFNL1
WASL
SPG11
SETD9
FYN
WRAP73
SHC4
COTL1
GZMK
NAA11
DTD2
PRSS53
MRPS25
ADCY7
SHROOM3
PLEKHF1
RASAL2
LCE2A
TLCD5
NSFL1C
TM6SF1
ATP6V1C2
DNAJC5G
WFDC2
GOLM1
COX11
SMYD1
SFMBT2
CHD7
ZMYND12
TECTB
GGT7
ARPC5L
NSD1
LIM2
AGR3
ZNF529
SHC1
HPCAL4
TRAFD1
OR4C11
PDIA6
HRH2
OR13J1
RPS4X
CIAO1
HCN1
MAGEC3
GMEB2
COA4
CDC25C
OR9H1P
TRMT112
PTRHD1
P2RX7
PRUNE1
UBFD1
NDUFAF7
SCAMP3
RNF123
ESRRG
TMEM191C
MDFIC
SMIM3
C19orf25
PRR20A
FIBP
OR2H1
MFSD6L
DCP1B
HSD17B1
OGFOD1
POU2AF1
DCTN2
LGALS3
CLDN7
MTNR1A
TUBA1A
IQCD
C1orf122
AKAP11
TNFAIP1
CHMP2A
ZNF98
GTF2H4
CHST2
PRRC2C
ITGA8
RNASE1
CCDC141
PTH2
ARX
CCN5
ZBTB41
TBC1D23
ZSCAN32
ATP2B4
COL27A1
KIF22
TSPAN17
VSIG10L2
CPA6
MUC5AC
CCL23
ST6GALNAC4
CDC45
ARHGAP26
SLC7A1
TCFL5
AKT1
MTMR14
HJV
MAMDC4
DGKD
PLEKHA5
FAM136A
CFAP95
FAM25C
OR5H15
BOLA2B
GATAD1
HLA-C
TERF2IP
PRRX1
SPIN2A
DDX25
NEUROD1
TLL2
MBNL2
SHC2
FBXW10B
CD58
PCDHGB5
RAD51AP2
TRPC3
PRRG4
PLEKHH1
PCK1
TP53BP2
FGF23
YAE1
PILRA
HMX2
ESRRA
ITGA4
B2M
FST
FURIN
DEPP1
CHD9NB
NRG1
HGF
NOTCH2NLB
MPZL3
PATE2
RNF112
GRAMD4
SMPDL3B
SFTPB
CCDC92
FBXW8
LSM7
NDRG1
RBMY1A1
TFDP3
HAT1
CERS6
CXCL8
HSFX3
PLA2G4C
PROM1
TMEM170B
PRR23A
CCDC192
ZDHHC17
TNFRSF14
THAP1
CADPS2
LIMK1
TUBB2B
MBOAT2
MAGEB1
PLEKHG5
NANOS1
ELMO3
CCL3L3
CBLL1
CREM
RAB37
NOP2
COL7A1
MYOCD
APOC1
IFITM10
SZRD1
OR4D11
WBP11
GARRE1
MEAK7
SPSB2
LRRD1
SLC34A3
PALB2
CFAP47
CZIB
CSRNP2
TOX
SIX4
PTPRD
RBM7
DGCR6
RORB
HDX
LMNTD2
NUDT21
RCL1
CST2
KRTAP9-9
NOLC1
MAP6D1
PGM2
BAIAP2
IL1R2
GFRA2
SAV1
SLURP2
WASHC2C
PLIN4
LZIC
LCNL1
IL11
KLHL30
DPM2
SF3A3
TGIF2
KDM6A
WDR47
FDX1
CPE
IFFO2
C1orf159
XAGE3
RGR
B4GALT6
HECW1
CCDC117
GNGT1
MAGOH
DIS3
MAPK1
SLC16A2
PFN3
NDUFV1
RHAG
ROBO1
MEF2C
KAZN
CHIC2
ADGRA1
DEFB131B
NKRF
PRRT1
TNFAIP3
NRBP1
IL10RB
PNMA6A
METAP1D
KRT31
PROB1
BTRC
HERPUD1
FRY
ASDURF
PYGL
BMPR1A
DEFA5
ZNF582
KRTAP5-1
PTGES3L
GHDC
H2BK1
OR7C1
YME1L1
NFE2L3
MTIF3
SSR4
ANKRD29
SGO1
CHST8
MOB1B
OR2B8P
ZNF316
SORT1
MRFAP1L2
KDM4F
TUBA3E
KCNK5
HSD11B1L
PAQR5
SAMD14
CXCL2
FGF19
CCDC148
MARK2
POU5F1
PPP1R2
ZNF268
IQCJ
GAGE12B
YTHDC1
ILF3
FBXO31
LRP1
UBE2C
WDR70
DUSP6
C2orf76
IK
ERG28
ZNF91
TMEM200A
HAGH
ATP6V0C
CNTNAP5
ANAPC16
ASB12
STAC3
ZDHHC20
SERTM1
ZFX
NABP1
TIMM13
EPHX2
SLC9A4
HTRA2
MLIP
SSH3
PANK4
UBA6
MSGN1
ATF2
C2orf66
RNF19A
MIEF2
MCM3
OR3A3
CAPZA1
GGA3
SLC7A9
GCC2
MDFI
RUFY3
CHRNA1
C2orf74
LHFPL7
KPLCE
TAS2R43
BBOF1
TMEM242
OTP
ENTPD5
GOPC
TYW1
RHPN2
IL7R
KCTD19
WDR87
PF4
ATP6V1G3
SRPRB
TRAK1
CAPN13
TMED7-TICAM2
HEXIM1
NEK5
OR5D16
H2BW2
IL33
KLK14
ZNF431
VTI1A
NEK2
CIMAP1C
MRFAP1
TMEM50A
TXN2
SLC26A11
NOP16
LRP5
PRSS55
PSPH
NAPEPLD
EREG
ALDH9A1
RELA
CTSA
HINT3
MXI1
CCDC126
DEFB103B
FAM200C
HSPA12B
ZNF575
BCL10
TSKU
C4orf50
NNMT
DMBT1
NSDHL
SIL1
OR2B3
PGA4
CWC22
METRNL
MORF4L1
MFSD8
IMPACT
APOB
PGP
PXK
IFNA6
MAPKAPK3
CAVIN4
RERGL
CDC42SE1
GABRR3
USP6
GSS
OSMR
NRTN
CD3D
YLPM1
OIP5
SDAD1
ZNF79
PTTG1IP2
SLPI
DLL4
TREX1
GPR3
LYNX1
VCP
GOLGA8M
RAB35
SLC17A5
NT5C
MGAT5
MGAT4A
RIOK3
CDC123
ERICH6
EYS
TRIR
TOMM40
SAR1A
ZSCAN22
PPP1R13L
SLC22A9
ACOT9
THAP11
GIPC1
DMRT3
C10orf95
TTF1
FCN1
POTEB3
PPP3CC
MYO1G
INO80C
CHST14
EXOC3L4
RAB43
IQCN
TAF8
NEUROD4
SNX24
SLC2A5
DCTN3
LCA5L
AKNAD1
GOLGA6L7
RPL18
SMIM36
KALRN
PLCXD3
WAPL
GPR150
MUC19
APOL3
A4GALT
PDE6A
ZBTB21
MAN1A1
ALS2
SLCO2B1
UMODL1
SLA2
PTPN20
EIF3C
OR7C2
NEUROG3
DMXL2
MARCKSL1
SDSL
LIG3
KLHL15
SPSB3
PRSS58
CCL2
CDK12
FHL3
FGGY
RUVBL1
RBM4
NUDT5
CMA1
PADI6
DIS3L
RPL22
SLCO1B1
PPP2R2C
CEP135
CCDC12
CHRD
NUP205
CAPRIN1
FAM90A19
POTEB2
PARP14
WFDC8
MAF1
PIK3IP1
SIDT1
RPH3A
AVPR1A
IL1RAPL1
ARRDC5
BSG
FOXR2
ANO2
PPP2R5E
TOGARAM2
CCDC42
SLC11A2
NOC2L
TTLL11
ECD
DDX51
TLE5
CD8A
FLAD1
SSU72L6
TAF11L4
WDSUB1
HM13
KIR3DP1
ATP5F1C
CNGB1
BNIP2
NDUFA10
DNAI7
TRPV1
MSMP
LMCD1
ZNF92
STXBP5L
COPS4
TMEM150C
PRR18
KIAA2012
DTX4
NUTM2E
LARP6
TCAF2
NEK8
PDE8B
SLC35F3
CAPN6
HRH1
INSIG2
ASAP3
NMNAT1
SERINC3
DBF4B
CCDC142
ANAPC11
ABHD1
GTPBP3
UNC5D
ZNF28
KRTAP5-4
PCDHB7
KRTAP4-11
BHLHE41
DNAJC3
TESK2
SH3GL3
SNX17
TMCC1
TSGA10IP
TAF1L
HEBP2
C1orf87
MCCD1
NEU4
SH2D3A
ETV7
SLC28A3
STYXL1
LANCL1
MSRB1
ZNF567
TRIM64C
NMBR
FAM86B2
INO80D
MEPE
FBXL3
KMT5A
IGFBP2
KCNJ11
NABP2
VAPA
MC4R
WDR24
EDA2R
MYL2
IFFO1
FAM236D
STXBP4
DEFA6
IMMT
MPO
FGF10
UGT2B10
TPSB2
ATP10D
PLP2
NBPF11
PARP9
PTTG2
ART5
HNRNPUL2-BSCL2
DCXR
WNT2
PINK1
RPP30
SIX2
NSD3
ASPHD1
UBQLN1
GFM2
SAXO2
CACNA1E
ZNF385A
FAM228B
SYN2
OVCH1
ATG4C
CACNA1I
HES1
SLC10A7
FAM209B
SH3BP2
FMR1
CCNJ
ARL8B
HMMR
TGFB3
RPLP2
ZNF469
CRTAC1
GPR62
MCU
EHBP1
SBSPON
SPATA32
PHF8
EZH2
SH2D4A
RNF126
CD1C
IRF9
RANBP9
LRIT3
MIER2
KRBA2
NTNG1
KCNK15
ZFP42
SCYL2
ALDH4A1
FASTKD1
TARDBP
PCNT
CNP
KBTBD12
SPATA4
GCNT7
STAM2
PAXX
GLI4
WNT1
KCNIP1
ARL17A
AGAP3
IGF1
ARF1
FAM78B
POLR2M
WNT3A
ARC
PSMA4
SNRPD2
PLA2G4E
LILRA5
SOBP
RAPGEF2
DPH1
ACOD1
NHLRC2
SMAD5
RABEP1
AP1G1
CNTF
RAB6D
OR5H2
ANXA1
KIAA0930
BSPRY
RPA4
PARS2
NPIPB3
RTL8C
ST3GAL6
CARD18
ANPEP
SYNJ2BP-COX16
ASB14
PRAF2
NR4A2
RGS22
FBXO34
LHX3
SELL
NUDT9
PDLIM3
CAB39L
CSAG1
SOWAHC
DYRK2
SPATA18
BIRC6
RASGEF1B
OMD
VN1R4
HES2
CDY1B
PPT2-EGFL8
NSMAF
SLC49A3
PPIL1
GYPE
C21orf58
WDR44
H1-1
SINHCAF
CFAP53
OTUD4
KDM7A
BTBD16
KDM1B
GALNT14
GRIPAP1
MAP1LC3A
PCDHGB2
CLDN16
KCNV2
MCM4
OR1N2
AP2A1
CREBL2
NECAP2
GALNS
CEP83
PRCD
PPP1R3G
CCDC15
HOXA7
ALDH1L1
PRAMEF25
AASDH
FGB
BMERB1
HBD
RBMY1B
COMMD5
ZNF680
AUH
OR2T6
PDSS1
XAGE1B
NECAB3
PROX1
HEMGN
SIMC1
GTF3C1
PPP2R2B
LINC02218
SH3YL1
THAP6
TRAPPC11
SLC45A4
JAG1
FGF16
GOLGA6L22
PASK
OR10J1
CBX3
PANK1
EDN1
RPL8
PTK2
GAGE12J
CRKL
WDR18
ZNF730
OR5B17
ARSH
MS4A6A
ZNF282
C7orf33
C6orf52
FOXN4
LRFN5
SLAIN1
ZNF132
TMEM219
NCK1
TRIM62
RBMXL1
FBXO39
SPOCK2
MAK16
ETV6
SGSM2
JADE1
CD86
ANKS1A
MAFB
OR10X1
GMPR
PPIP5K2
CMTM3
TRIQK
COL23A1
FIP1L1
NCOR2
TLR7
TLNRD1
CYBC1
MPHOSPH9
CNMD
PTGES
ST13
KIRREL3
GDI1
ARMC3
CALML5
ARHGEF38
GGTLC1
ABCA4
APLN
KAT6B
OR6J1
MACROH2A2
GRPEL1
CD7
GPER1
TP53TG3D
SETD1B
HS6ST3
ARID3C
GPATCH2L
EFHC2
ZBTB33
SLC2A8
TRIM25
TMEM54
SERF1B
DTX3L
C9orf153
MORC1
MAGEC2
IFNK
MAPK8IP3
MRPL54
PHF10
ATG9A
FBXO38
RCC1
SPAG16
NBPF3
TNFRSF8
BCKDK
KLHL33
ARR3
SPMIP1
NCOA1
SEMA3A
SEC61A1
CHPF
SORBS1
PSMD8
ODR4
IFT52
TUBGCP5
ABHD2
LRRC70
PPP1R8
PRR36
KRT4
CNTNAP3
SERPINB3
ZNF708
CNGB3
SPDYE4
TRIM6-TRIM34
PDYN
REST
ITIH1
UPK3BL1
TGFBR3L
ABHD14A
PUS10
CRYBG3
PXDC1
CLPB
ALDH1B1
CSK
WAC
ZNF625-ZNF20
VRK1
IGFBPL1
CCDC88B
SSX2B
CLSPN
MOCS1
CRYBG1
BPIFB3
ACTR3
GOLGA5
FAM86B1
ZNF658
MAB21L4
PLEKHG7
SRSF10
ACBD3
ZBTB34
ZNF354B
TUBB2A
WIZ
AP1AR
HSPBAP1
ODF4
SSX4B
TRIM40
GNS
MAP4K3
OR2T5
WDR72
THOC5
TIAM2
MLST8
HSDL2
ZNF808
ARFGAP3
B3GALNT1
OR8D2
ZFHX2
NBPF15
OR9Q1
SCN9A
SLC5A4
STX16-NPEPL1
POC1A
CRTAM
NLRC5
SLC5A5
CASP7
ZNF275
SLC18A1
QKI
DNAJB8
OR2M2
SHARPIN
SH3RF2
PKHD1
ATF6
USP32
PKP2
SLC16A3
ADCK5
IRAK1BP1
TRIM33
TMPRSS5
NCF2
RTF2
OTOS
FANCD2
NEU1
AGO4
KRT10
POLR3E
PTPN13
REEP3
H3-5
OLAH
TMCO1
PDGFA
MDN1
CDKN2AIPNL
CEP43
TENT5C
BRD7
PSAP
RPS27L
XPO5
SYNJ2BP
ASCL2
MSH2
CIMAP3
OR4K5
RIMBP3C
ASAH2
NAGA
TMEM234
RBM26
RUNX1T1
MMP17
DCAF10
GGA1
FTSJ3
MIP
ATP6V0A2
PSME1
TMEM204
ATF5
MMP7
PLSCR3
TMEM143
MAGEF1
CT47A9
CLCN7
MYO3A
H2AL3
GALP
PRR4
BRPF1
EPG5
ADAM9
UBR3
EVX1
NFKBIA
MCM5
ZNF883
DCLK1
NEDD9
DLX2
SNX31
C12orf50
SEMA3E
IP6K1
SLC35G6
USP17L30
DIAPH2
SUPV3L1
LYPD1
RPL21
GSDME
NFIC
ANKRD36C
STPG1
MED13L
TMPRSS3
GTF2F2
GOLGA7B
KPNA1
GRIA4
OR8B3
PLAGL1
TTLL2
MMP23B
OTOR
SENP3
FBXO32
CST5
GPR55
KLHL32
C8orf33
PMP2
SIGLEC9
NPIPB7
APBB3
RPL39L
FOXP3
CYBRD1
DOCK7
PARP4
OR52A5
NFKBIB
FBXO3
OPRD1
UTRN
LPIN2
TNFSF8
NAA16
NALF2
KPNA6
H4C16
ISL1
ALOX5AP
HSPB3
ZNF726
PPCDC
OR51E2
SLC7A2
RASGRF1
ZNF382
SCNN1B
MRPL19
MRPL47
PAGE3
CENPW
GJD2
DACH1
ITGA3
IFT20
ZPLD1
SLC7A8
CSNKA2IP
LZTS3
HBB
PPP1R1B
SMIM12
SLC5A12
HLA-DQB1
WDR75
ADRB2
HPDL
SETDB1
PLEKHD1
HDAC6
METTL25
CYB5A
RCOR2
TMEM230
SPMIP5
THRAP3
PCED1A
PEX14
LIF
UGT2B15
PCDH9
OR5T2
ING3
RNF186
NUTM2D
PTGR1
ADIPOR1
CDKN1C
YOD1
FBXO5
FUT8
ARHGEF16
RAB42
EOGT
SERPINA3
TRMT61A
CD177
CCDC70
HDAC7
GPC6
GIPC2
COL6A5
C2CD4D
TCEAL5
MRGBP
RBM17
ABT1
TBC1D8
HNRNPU
PPM1F
TG
LRRTM4
KHDRBS1
SMIM31
PTGR2
PMM2
OR5AK2
PEG3
ZNF461
ZNF587
PSTK
PTGS2
LLGL1
PCDHB10
SLC1A3
TRAPPC3L
SCO2
TBX2
SPMIP11
COX5B
NLRP2B
B3GNT3
HDDC3
VCY
INSYN1
BMP4
HSPA4L
EIF5
SLC5A7
DISP1
MYOZ3
GPX8
OR10W1
LBH
KLC2
LILRA4
CLDN3
CPHXL
OC90
NAA38
SPN
KLRD1
DNAJC9
NANOGP8
SDHD
ADAMTS12
FRG1
C20orf202
GNL3L
GABRA3
PPP4C
CCDC196
TEX13D
H3Y2
CDKN1A
ANKK1
TMEM30B
SLC9A3
MACROH2A1
RPS27
MZT2B
H2AC14
UQCRQ
SBF2
GADD45GIP1
ZHX1
MAPRE2
AKT3
RNF39
CEBPG
OR2T7
FAM9C
SKP1
ACY1
GPR42
YBX3
PIGS
LTB
MST1
CD200
SLC39A3
SCAPER
HMGB4
NIT1
GSC
IFT25
DXO
ATR
NCAPD2
GPX2
TMEM210
HSD17B14
CD3G
PNMA2
GDF1
HID1
HSD17B3
GTF3C2
IFNLR1
TCERG1
LRRC38
FNDC8
GTF2H2C_2
MRPL10
ACYP1
ASB18
MSANTD1
TMEM215
PPP2R5A
ZNF292
HNRNPA0
BTN3A1
KCNAB3
RNPEP
PCDH17
UBAC2
POLE
PNO1
MIA-RAB4B
CBFA2T2
C19orf47
AGL
KHNYN
DDB1
KLC3
CRABP2
SEH1L
H2AB1
HIBCH
POLI
FBXO15
POGLUT2
ETNK1
TEX35
GFM1
TMED10
BATF
PPP2R2D
PDHA2
DNPEP
NDUFA2
SYDE1
FBP2
INTS6
ANGPTL5
TAF2
KNTC1
SMIM41
TP53BP1
MRPS36
TMEM150A
S100A1
FKBP1C
FABP7
CDHR4
TAF11L2
MAP3K19
RAP2C
TBX10
MICOS10
UBL4B
LNP1
SNW1
KCNC1
DOCK3
GLTPD2
IGFBP4
TFPI2
EIF1AX
ABCF2-H2BK1
GTF2A1L
TRAM1L1
FAM153A
SFT2D3
E2F1
MZT2A
CRNN
DES
PWWP2A
LDB1
ENTPD3
COPS8
ARL14
PTH1R
TADA1
DUSP2
MORF4L2
KIF18B
HTR2C
MT3
MDP1
PCDHA9
PTPN4
KCNT1
PDZD11
SLC36A2
USPL1
MPIG6B
TSHZ2
TC2N
FBXO17
DESI2
AK9
CCL20
KRTAP1-1
NSMF
TIGD2
CDC42BPG
TMC3
NISCH
